Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2018-0051-PHL,2018,0051,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Bicol, Dvao, Eastern Visayas, NOrthern Mindanao, Western Visayas",Heavy rains,,,,,,,,Km2,,,,,2018,1,13,2018,1,17,11,,180000,,180000,,,,,,,97.0231292217973,2,,24258;24259;24266,"Compostela, Leyte, Northern Samar (Adm2). "
2018-0316-PNG,2018,0316,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,South Highlands,,,,,,,,,Richter,-6.307,142.62,05:56,,2018,3,5,2018,3,5,11,,,,,,,,,,,97.0231292217973,1,2305,,Southern Highlands (Adm1). 
2018-0317-PNG,2018,0317,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,Hela (South Highlands),,,,,,,,7,Richter,-6.294,142.607,00:13,,2018,3,7,2018,3,7,25,,,,,,,,,,,97.0231292217973,1,2305,,Southern Highlands (Adm1). 
2018-0017-PNG,2018,0017,VO-2018-000002,Natural,Geophysical,Volcanic activity,,,,Papua New Guinea,PNG,Melanesia,Oceania,"Manot, Taragauo, Dong Sarakbano, Niukatnam, Rumgio (Kadovar islands)",,,,,,,,,,,,,,2018,1,5,2018,1,6,,,736,,736,,,,,,,97.0231292217973,2,,37488,Wewak (Adm2). 
2018-0061-POL,2018,0061,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Poland,POL,Eastern Europe,Europe,,,,,,,,,,°C,,,,,2018,2,23,2018,2,28,9,,,,,,,,,,,97.0231292217973,,,,
2018-9187-POL,2018,9187,,Natural,Climatological,Drought,Drought,,,Poland,POL,Eastern Europe,Europe,,,,,,,,,,Km2,,,,,2018,6,,2018,7,,,,,,,,,,,,,97.0231292217973,,,,
2018-0218-PRI,2018,0218,,Natural,Hydrological,Flood,,,,Puerto Rico,PRI,Caribbean,Americas,"San Juan, Las Piedras",Storm Beryl,,,,,,,,Km2,,,,,2018,7,9,2018,7,11,,,400,,400,,,,,,,97.0231292217973,1,2418;2421,,"Humacao, San Juan (Adm1). "
2018-0329-PRK,2018,0329,FL-2018-000144,Natural,Hydrological,Flood,,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Pyongsan, Kumchon, Jangpung, Kaesong counties (North Hwanghae); Haeju, Taetan, Siwon, Pongchon, Changdan counties (South Hwanghae)",Torrential rains,,,,,,,25734,Km2,38.531,126.573,,,2018,8,24,2018,9,6,148,,581268,,581268,,,,,25000,25767,97.0231292217973,1,1059;1063,,"Hwanghae-bukto, Hwanghae-namdo (Adm1). "
2018-0376-PRT,2018,0376,,Natural,Meteorological,Storm,Tropical cyclone,,Storm 'Leslie',Portugal,PRT,Southern Europe,Europe,"Coimbra, Leiria dsitricts",,,,,,,,176,Kph,,,,,2018,10,14,2018,10,16,2,28,60,,88,,,60000,61841,115500,119044,97.0231292217973,1,2391;2405,,"Coimbra, Leiria (Adm1). "
2018-0235-PRT,2018,0235,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Portugal,PRT,Southern Europe,Europe,,,,,,,,,45,°C,,,,,2018,8,,2018,8,,,,,,,,,,,,,97.0231292217973,,,,
2018-0066-PRY,2018,0066,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Bañado Norte, Chacarita, Bañado Sur",Heavy rains,,,,,,,2924,Km2,-25.312,-57.599,,,2018,1,13,2018,1,22,,,5000,,5000,,,,,,,97.0231292217973,2,,23849,Asuncion (Adm2). 
2018-0442-PRY,2018,0442,FL-2018-000419,Natural,Hydrological,Flood,,,,Paraguay,PRY,South America,Americas,"Banado Norte, Chacarita, Banado Sur",,,,,,,,,Km2,,,,Paraguay River's middle basin,2018,11,1,2018,11,19,,,41300,,41300,,,,,,,97.0231292217973,2,,23849,Asuncion (Adm2). 
2018-0390-QAT,2018,0390,,Natural,Hydrological,Flood,Flash flood,,,Qatar,QAT,Western Asia,Asia,Doha,Heavy rains,,,,,,,,Km2,,,,,2018,10,20,2018,10,20,,,1500,,1500,,,,,10000,10307,97.0231292217973,1,2422,,Ad Dawhah (Adm1). 
2018-0247-ROU,2018,0247,,Natural,Hydrological,Flood,Flash flood,,,Romania,ROU,Eastern Europe,Europe,"Bac?u, Brasov, Harghita, Neamt, Vrancea",,,,,,,,,Km2,,,,,2018,6,29,2018,7,2,,,1200,,1200,,,,,,,97.0231292217973,1,2449;2454;2467;2474;2486,,"Bacau, Brasov, Harghita, Neamt, Vrancea (Adm1). "
2018-0061-ROU,2018,0061,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Romania,ROU,Eastern Europe,Europe,,,,,,,,,,°C,,,,,2018,2,23,2018,2,28,2,,,,,,,,,,,97.0231292217973,,,,
2019-0020-MDG,2019,0020,,Natural,Hydrological,Flood,,,,Madagascar,MDG,Eastern Africa,Africa,Antananarivo,Heavy rains,Collapse,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2019,1,19,2019,1,20,9,,,,,,,,,,,98.7814482687884,2,,123870;123871;123872;123873;123874;123875;154522;154523,"Antananarivo Atsimondrano, Antananarivo Avaradrano, Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI (Adm2). "
2019-0072-PER,2019,0072,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Ica, Lima, Moquegua, Puno, Tacna",,Storm,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2019,2,21,2019,2,28,51,79,8300,,8379,,,,,,,98.7814482687884,1,2330;2331;2332;2335;2336;2338;2342;2345;2348;2350,,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Ica, Lima, Moquegua, Puno, Tacna (Adm1). "
2019-0370-MAR,2019,0370,,Natural,Hydrological,Landslide,Landslide,,,Morocco,MAR,Northern Africa,Africa,"Near Asni, Al Haouz Province",Heavy rains,Transport accident,"Slide (land, mud, snow, rock)",,,,,,,,,,,2019,7,24,2019,7,24,15,,,,,,,,,,,98.7814482687884,2,,147347,Al Haouz (Adm2). 
2019-0321-IND,2019,0321,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Maharashtra, and Bihar",,Flood,Hail,,,,,,Kph,,,,,2019,6,6,2019,6,14,50,,,,,,,,,,,98.7814482687884,1,1498;70073;70081,,"Bihar, Maharashtra, Uttar Pradesh (Adm1). "
2019-0225-MEX,2019,0225,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,San Gabriel municipality (Jalisco state),Heavy rains,"Slide (land, mud, snow, rock)",Storm,,,,,34620,Km2,20.176,-103.182,,Apango and Salsipuedes rivers,2019,6,2,2019,6,6,7,,,3000,3000,,,,,,,98.7814482687884,2,,20107,Ciudad Venustiano C. (Adm2). 
2019-0222-ROU,2019,0222,,Natural,Hydrological,Flood,,,,Romania,ROU,Eastern Europe,Europe,"Bihor, Iasi and Vaslui regions.",,Hail,Storm,,,,,88755,Km2,45.624,26.653,,,2019,5,31,2019,6,7,4,,362,,362,,,,,,,98.7814482687884,1,2450;2470;2484,,"Bihor, Iasi, Vaslui (Adm1). "
2019-0141-IRQ,2019,0141,,Natural,Hydrological,Flood,,,,Iraq,IRQ,Western Asia,Asia,"Anbar, Basra, Dahuk, Diyala, Kirkuk, Missan, Muthanna, Ninewa, Salah al-Din, Sulaymaniyah, and Wassit governorates",,,Storm,,,,,,Km2,,,,,2019,3,24,2019,4,2,10,,5865,,5865,,,,,,,98.7814482687884,1,1564;1565;1566;1570;1574;1575;1577;1578;1579;1580;1581,,"Anbar, Basrah, Dahuk, Diyala, Kirkuk, Missan, Muthanna, Ninewa, Salah al-Din, Sulaymaniyah, Wassit (Adm1). "
2019-0056-MNG,2019,0056,,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,,Mongolia,MNG,Eastern Asia,Asia,"Bayan-Ulgii, Uvs, Khovd, Govi-Altai, Zavkhan, Bayankhongor, Uvurkhangai, Arkhangai provinces",,Cold wave,Snow/ice,,,,,-48,°C,,,,,2019,1,11,2019,2,20,,,2000,,2000,,,,,,,98.7814482687884,1,2075;2076;2077;2085;2087;2091;2096;2097,,"Arxangai, Bayan-O'lgii, Bayanxongor, Govi-Altai, O'vorxangai, Uvs, Xovd, Zavxan (Adm1). "
2019-0005-LBN,2019,0005,,Natural,Meteorological,Storm,Convective storm,Severe storm,Storm 'Norma',Lebanon,LBN,Western Asia,Asia,"Spears, Gemmayzeh (Beirut); Jbeil, Journieh, Antelias, Chouf (Mont Lebanon); Halba, Tripoli (North); Saida, Nabatieh, TYr (South); Zahle, Rashaya (Bekaa)",,Flood,Snow/ice,,,,,,Kph,,,,,2019,1,11,2019,1,17,3,9,11000,,11009,,,,,,,98.7814482687884,1;2,1798,18794;18795;18797;18802;18805;18806;18809;18810;18812;18816,"Beirut (Adm1). Akkar, Chouf, El Metn, Jubail, Nabatiye, Rachiaya, Saida, Sour, Tripoli, Zahle (Adm2). "
2019-0022-IDN,2019,0022,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,1,17,2019,1,17,2,,2650,,2650,,,,,,,98.7814482687884,2,,18036;18041;18055;18067;18086,"Bojonegoro, Cilacap, Kebumen, Mojokerto, Purworejo (Adm2). "
2019-0107-IDN,2019,0107,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Java Isl., western Timor ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,3,6,2019,3,8,9,4,168393,,168397,,,,,,,98.7814482687884,1,1515;1516;1520;1521;1529;73610;73613,,"Banten, Daerah Istimewa Yogyakarta, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Timur (Adm1). "
2019-0168-IDN,2019,0168,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,4,25,2019,5,27,18,2,13000,,13002,,,,,15000,15185,98.7814482687884,2,,73653;73654;73692;73712;73774;73834;73844;73882,"Bengkulu Selatan, Bengkulu Utara, Kaur, Kepahiang, Kota Bengkulu, Lebong, Rejanglebong, Seluma (Adm2). "
2019-0331-IND,2019,0331,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,14,2019,9,30,1900,,3000000,,3000000,,,200000,202467,10000000,10123358,98.7814482687884,1;2,1493;1494;1495;1498;1504;1505;1506;1511;70081;70082,17576;17577;17578;17579;17580;17581;17582;17583;17584;17589;17590;17592;17593;17598;17608;17611;17613;17620;17621;17624;17630;70086;70087;70088;70089;70090;70091;70092;70093;70094;70100;70103;70104,"Himachal Pradesh, Karnataka, Kerala, Maharashtra, Orissa, Punjab, Rajasthan, Uttar Pradesh, Uttarakhand, West Bengal (Adm1). Araria, Barpeta, Bongaigaon, Cachar, Darbhanga, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Katihar, Kishanganj, Kokrajhar, Lakhimpur, Madhubani, Marigaon, Muzaffarpur, Nagaon, Nalbari, Purba Champaran, Purnia, Saharsa, Sheohar, Sibsagar, Sitamarhi, Sonitpur, Supaul, Tinsukia (Adm2). "
2019-0125-IRN,2019,0125,,Natural,Hydrological,Flood,,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kermanshah, Golestan, Mazandaran, North Khorasan, Semnan, Fars, Kurdistan, Qom, Isfahan, Khuzestan, Chaharmahal, Bakhtiari, Kohkilouyen, Boyerahmad, Markazi, Lorestan, Hamadan, Sistan, Baluchestan, Gilan",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,3,19,2019,4,10,70,1076,10000000,,10001076,,,200000,202467,2500000,2530840,98.7814482687884,1;2,1539;1541;1544;1545;1546;1551;1552;1553;1555;1556;1557;1558;1559;1562;33111;33113,40910;40940;40978;41113,"Chaharmahal-o bakhtiyar, Fars, Ghom, Gilan, Golestan, Hamedan, Kermanshah, Khuzestan, Kohgiluyeh va boyerahma, Kordestan, Lorestan, Markazi, Mazandaran, Semnan, Sistan-o baluchestan, Yazd (Adm1). Bojnord, Esfarayen, Jajarm, Shirvan (Adm2). "
2019-0322-JPN,2019,0322,,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,38.637,139.48,,,2019,6,18,2019,6,18,,28,432,,460,,,,,,,98.7814482687884,1,1664;1673;1678;1695,,"Isikawa, Miyagi, Niigata, Yamagata (Adm1). "
2019-0110-MOZ,2019,0110,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Mozambique,MOZ,Eastern Africa,Africa,"Beira (Sofala province); Zambezia, Manica and Inhambane provinces",,"Slide (land, mud, snow, rock)",,Yes,,Yes,,140,Kph,,,,,2019,3,14,2019,3,15,603,1500,1500000,,1501500,,,150000,151850,2000000,2024672,98.7814482687884,1;2,2114;2115;2122,65263,"Inhambane, Manica, Zambezia (Adm1). Cidade da Beira (Adm2). "
2019-0332-NPL,2019,0332,FL-2019-000083,Natural,Hydrological,Flood,,,,Nepal,NPL,Southern Asia,Asia,"Lalitpur, Kathmandu, Bhaktapur, Jhapa, Morang, Sunsari, Saptari, Dang, Dhanusha, Siraha, Sarlai, Bara, Parsa, Bhojpur, Udayapur, Rautahat, Mahottari, Kavre, Makwanpur, Dhading, Ramechhap, Khotang, Dolpa, Sindhuli, Panchthar, Dholakha, Illam, Okhaldunga, Palpa, Kapilabastu and Dhankuta districts",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Bagmati, Riukhola rivers",2019,7,8,2019,7,29,119,41,82500,,82541,,,,,204000,206517,98.7814482687884,2,,22351;22352;22353;22354;22355;22356;22359;22360;22363;22364,"Bagmati, Gandaki, Janakpur, Karnali, Koshi, Lumbini, Mechi, Narayani, Rapti, Sagarmatha (Adm2). "
2019-0346-PAK,2019,0346,,Natural,Hydrological,Flood,Flash flood,,,Pakistan,PAK,Southern Asia,Asia,"Punjab, Balochistan, Khyber Pakhtunkhwa, Sindh, Azad Jammu and Kashmir (AJK)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,16,2019,7,28,64,71,800,,871,,,,,,,98.7814482687884,1;2,2272;2276;2277;40408,23632,"Balochistan, Jammu and Kashmir (Administrative unit not available), Punjab, Sindh (Adm1). Khyber Agency (Adm2). "
2019-0082-PAK,2019,0082,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,Khyber Pakhtunkhwa province; Lasbellla district (Balochistan Province) ,Torrential rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2019,2,20,2019,3,,25,22,,,22,,,,,,,98.7814482687884,2,,23622;23632,"Khyber Agency, Lasbela District (Adm2). "
2019-0093-PER,2019,0093,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Arequipa, Ancash, Loreto, Tacna, Moquegua ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,2,7,2019,2,7,10,,,,,,,,,,,98.7814482687884,1,2329;2331;2343;2345;2350,,"Ancash, Arequipa, Loreto, Moquegua, Tacna (Adm1). "
2019-0098-PNG,2019,0098,,Natural,Hydrological,Flood,Flash flood,,,Papua New Guinea,PNG,Melanesia,Oceania,"Gazelle, Pomio, Rabaul, Kokopo districts (East New Britain province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,2,11,2019,2,25,2,,,350,350,,,,,,,98.7814482687884,1,2292,,East New Britain (Adm1). 
2019-0334-IDN,2019,0334,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku Province ,,Tsunami/Tidal wave,,,,Yes,,7,Richter,-0.586,128.034,,,2019,7,14,2019,7,14,8,134,5790,5880,11804,,,,,,,98.7814482687884,1,73616,,Maluku Utara (Adm1). 
2019-0288-IND,2019,0288,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",Monsoon,Broken Dam/Burst bank,,,,,,,Km2,,,,,2019,6,28,2019,7,4,52,60,,,60,,,,,,,98.7814482687884,2,,17776;17778;70184,"Mumbai city, Pune, Ratnagiri (Adm2). "
2019-0055-MDA,2019,0055,CW-2019-000013,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,,Moldova (the Republic of),MDA,Eastern Europe,Europe,"Edinet, Telenesti, Calaras, Ungheni, Basarabeasca, Criuleni, Anenii Noi",,Cold wave,,,,,,,°C,,,,,2019,1,11,2019,1,30,,,5460,,5460,,,,,,,98.7814482687884,2,,41175;41176;41189;41193;41199;41207;41209,"Anenii Noi, Basarabeasca, Calaras, Criuleni, Edinet, Telenesti, Ungheni (Adm2). "
2019-0013-IDN,2019,0013,FL-2019-00011,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)",Heavy rains,Flood,,,,,,,,,,,,2019,1,21,2019,1,23,84,47,6596,,6643,,,,,,,98.7814482687884,2,,18167;18168;18172;18173;18182;18184;18185;18186;18188;73735;73792,"Bantaeng, Barru, Gowa, Jeneponto, Kota Makasar, Maros, Selayar, Sinjai, Soppeng, Takalar, Wajo (Adm2). "
2019-0155-IND,2019,0155,,Natural,Meteorological,Storm,Convective storm,,,India,IND,Southern Asia,Asia,"Gujarat, Rajasthan, Madhya Pradesh, Maharashtra",,Flood,,,,,,,Kph,,,,,2019,4,16,2019,4,17,50,,,,,,,,,,,98.7814482687884,1,1491;1498;1506;70079,,"Gujarat, Madhya Pradesh, Maharashtra, Rajasthan (Adm1). "
2019-9145-KEN,2019,9145,DR-2019-000024,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"West Pokot, Tharaka Nithi, Samburu, Nyeri (Kieni), Marsabit, Mandera, Lamu, Laikipia, Kitui, Kilifi, Isiolo, Garissa, Embu, Baringo, Turkana, Wajir",Two consecutive poor rainy seasons,Food shortage,,Yes,,,,,Km2,,,,,2019,1,,2019,9,,,,2600000,,2600000,,,,,,,98.7814482687884,2,,51338;51340;51342;51347;51348;51349;51352;51359;51361;51363;51364;51377;51384;51389;51392;51394,"Baringo, Embu, Garissa, Isiolo, Kilifi, Kitui, Laikipia, Lamu, Mandera, Marsabit, Nyeri, Samburu, Tharaka, Turkana, Wajir, West Pokot (Adm2). "
2019-9023-PAK,2019,9023,DR-2018-000428,Natural,Climatological,Drought,,,,Pakistan,PAK,Southern Asia,Asia,"Thatta, Dadu, Sanghar, Tharparkar, Umerkot, Kambar Shadadkot, Jamshoro, Badin distrcits (Sindh province ); Pishin, Killa Abdullah, Noshki, Chaghi, Kharan, Washuk, Panjgur, Kech, Jhal Magsi, Awaran, Zhob, Jaffarabad, Barkhan, Quetta, Killah Saifullah, Kohlu, Naseerabad, Kachhi districts (Balochistan province)",El Nino and the decrease in the amount of rainfall during monsoon season,Food shortage,,Yes,,,,,Km2,,,,,2019,1,,2019,12,,77,,4680912,,4680912,,,,,,,98.7814482687884,2,,23614;23619;23621;23625;23627;23681;23682;23687;23689;23693;40289;40290;40291;40295;40296;40298;40301;40302;40308;40310;40313;40405;40407,"Awaran District, Badin District, Barkhan District, Bolan District, Chagai District, Dadu District, Jaffarabad District, Jhal Magsi District, Kech District, Kharan District, Killa Abdullah District, Killa Saifullah District, Kohlu District, Larkana District, Nasirabad District, Panjgur District, Pishin District, Quetta District, Sanghar District, Tharparkar District, Thatta District, Umer Kot District, Zhob District (Adm2). "
2019-9076-PRK,2019,9076,DR-2019-000042,Natural,Climatological,Drought,Drought,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,,"Prolonged dry spells, with erratic high temperatures and floods,",Food shortage,,,,Yes,,,Km2,,,,,2019,1,,2019,2,,,,10100000,,10100000,,,,,,,98.7814482687884,,,,
2019-0369-MMR,2019,0369,,Natural,Hydrological,Landslide,Landslide,,,Myanmar,MMR,South-Eastern Asia,Asia,Hpakant (Kachin state),Heavy rains,Industrial accidents,,,,,,,,,,,,2019,7,28,2019,7,28,13,,,,,,,,,,,98.7814482687884,2,,41790,Putao (Adm2). 
2019-0194-HRV,2019,0194,,Natural,Hydrological,Flood,,,,Croatia,HRV,Southern Europe,Europe,"Kostajnica , Karlovac; KrK Island (Primorje-Gorski Kotar County)",,,,,,,,,Km2,,,,,2019,5,12,2019,5,15,1,5,60,,65,,,,,,,98.7814482687884,1,992;999;1001,,"Karlovac, Primorje-gorski Kota, Sisak-moslavina (Adm1). "
2019-0215-HTI,2019,0215,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Cabaret, Arcahaie, Cité Soleil, Carrefour, Port-au-Prince, Tabarre and Gressier municipalitities (Ouest department)",Heavy rains,,,,,,,,Km2,,,,,2019,6,3,2019,6,6,8,3,3105,,3108,,,,,,,98.7814482687884,1,1415,,Ouest (Adm1). 
2019-0318-HUN,2019,0318,FL-2019-0075,Natural,Meteorological,Storm,Convective storm,,,Hungary,HUN,Eastern Europe,Europe,"Pusztadobos, Nyírmada, Nyírkarász, Kocsord municipaliaties",,,,,,,,,Kph,,,,,2019,6,27,2019,6,27,,,150000,,150000,,,,,,,98.7814482687884,1,1455,,Szabolcs-szatmar-bereg (Adm1). 
2019-0085-IDN,2019,0085,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,,,,,,,,5,Richter,-1.301,101.601,,,2019,2,28,2019,2,28,,48,1715,,1763,,,,,,,98.7814482687884,1,1535,,Sumatera Barat (Adm1). 
2019-0109-IDN,2019,0109,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,,,,,,6,Richter,-8.418,116.52,15:07,,2019,3,17,2019,3,17,9,45,1250,,1295,,,,,,,98.7814482687884,2,,18145;18146;18147;73736,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2). "
2019-0377-IDN,2019,0377,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Pandeglang (Banten Province); Bandar Lampung (Lampung Province),,,,,,,,7,Richter,-7.282,104.791,19:03,104.791,2019,8,2,2019,8,2,6,4,2100,,2104,,,,,,,98.7814482687884,2,,18022;18134,"Kota Bandarlampung, Pandeglang (Adm2). "
2019-0111-IDN,2019,0111,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua province,Heavy rains,,,,,,,,Km2,,,,,2019,3,16,2019,3,18,206,915,58625,,59540,,,,,103000,104271,98.7814482687884,1,73617,,Papua (Adm1). 
2019-0117-IDN,2019,0117,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,Yogyakarta region,Heavy rains,,,,,,,,,,,,,2019,3,20,2019,3,20,5,,860,,860,,,,,,,98.7814482687884,1,1515,,Daerah Istimewa Yogyakarta (Adm1). 
2019-0167-IDN,2019,0167,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South Jakarta, East Jakarta",Heavy rains,,,,,,,,Km2,,,,Ciliwung river,2019,4,25,2019,4,26,2,,2258,,2258,,,,,,,98.7814482687884,2,,73724;73725,"Kota Jakarta Selatan, Kota Jakarta Timur (Adm2). "
2019-0210-IDN,2019,0210,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Konawe, North Konawe, Konawe Island, East Kolaka regencies (Sulawesi, Kalimantan Islands)",Heavy rains,,,,,,,,Km2,,,,,2019,6,9,2019,6,14,1,,52000,,52000,,,,,,,98.7814482687884,2,,73703;73704,"Kolaka, Konawe Selatan (Adm2). "
2019-0281-IDN,2019,0281,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South East Sulawesi, South Sulawesi,Central Sulawesi, East Kalimantan",Heavy rain,,,,,Yes,,,Km2,,,,,2019,6,3,2019,6,9,2,,55495,,55495,,,,,,,98.7814482687884,1,1525;1532;1533;73620,,"Kalimantan Timur, Sulawesi Selatan, Sulawesi Tengah, Sulawesi Tenggara (Adm1). "
2019-0311-IND,2019,0311,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Odisha, Hyderabad",,,,,,,,,Kph,,,,,2019,6,1,2019,6,3,10,,,,,,,,,,,98.7814482687884,1;2,1504,17553,Orissa (Adm1). Hyderabad (Adm2). 
2019-0164-IND,2019,0164,2019-000134,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Fani',India,IND,Southern Asia,Asia,Odisha province,,,,,,,,,Kph,,,,,2019,5,3,2019,5,3,50,,20000000,,20000000,,,,,1810000,1832328,98.7814482687884,1,1504,,Orissa (Adm1). 
2019-0217-IND,2019,0217,,Natural,Meteorological,Extreme temperature ,Heat wave,,,India,IND,Southern Asia,Asia,"Patna, Gaya, Bhagalpur cities; Aurangabad, Nawada districts (Bihar)",,,,,,,,42,°C,,,,,2019,6,,2019,6,,90,,,,,,,,,,,98.7814482687884,2,,17596;17601;17616;17619;17786,"Aurangabad, Bhagalpur, Gaya, Nawada, Patna (Adm2). "
