Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2015-0542-ALB,2015,0542,,Natural,Hydrological,Flood,,,,Albania,ALB,Southern Europe,Europe,"Kukes, Has, Tropoje provinces (Kukes prefecture), Diber, Bulqize, Mat (Diber prefecture), Durres, Kruje provinces (Durres prefecture), Shkoder, Malesi E Madhe, Puke (Shkoder prefecture) (North); Gjirokaster, Permet, Tepelene (Gjirokaster prefecture) (South), Tirane province",Heavy rain,,,,,,,11410,Km2,41.287,19.966,,,2015,11,21,2015,12,4,1,,300,,300,,,,,,,91.5791170307852,1,306;309;310;313;315;319;321;326;328;331;333;335;337;338;339,,"Bulqize, Diber, Durres, Gjirokaster, Has, Kruje, Kukes, Malesi E Madhe, Mat, Permet, Puke, Shkoder, Tepelene, Tirane, Tropoje (Adm1). "
2015-0142-ARG,2015,0142,,Natural,Geophysical,Volcanic activity,Ash fall,,Calbuco,Argentina,ARG,South America,Americas,"San Carlos de Bariloche town (Bariloche district, Rio Negro province)",,,,,,,,,,,,,,2015,4,24,2015,4,24,,,,,,,,,,,,91.5791170307852,2,,4756,Bariloche (Adm2). 
2015-0070-ARG,2015,0070,FL-2015-000024,Natural,Hydrological,Flood,Riverine flood,,,Argentina,ARG,South America,Americas,"Cordoba, San Luis, Santiago del Estero, Catamarca, Santa Fe, Chaco, Corrientes, Salta, Tucuman provinces",Heavy rains,,,,,Yes,,,Km2,,,,,2015,3,4,2015,3,4,2,,15000,,15000,,,,,,,91.5791170307852,1,431;432;434;435;445;447;449;450;452,,"Catamarca, Chaco, Cordoba, Corrientes, Salta, San Luis, Santa Fe, Santiago Del Estero, Tucuman (Adm1). "
2015-0349-ARG,2015,0349,FL-2015-000110,Natural,Hydrological,Flood,Riverine flood,,,Argentina,ARG,South America,Americas,"Santos Lugares municipality (Tres de Febrero district, Buenos Aires district), Mar del Plata city (General Pueyrredon district, Buenos Aires district) Lujan, San Antonio de Areco, Campana, Salto, Chacabuco, Chivilcoy, Pilar, Quilmes, La Plata, Berisso, Zarate, Mercedes, San Andres de Giles, Pergamino, Junin, Pila, Arrecifes districts (Buenos Aires province), Venado Tuerto city (General Lopez district, Santa Fe province)",Heavy rains,,,,,,,133853,Km2,-35.1086,-59.81,,,2015,8,5,2015,8,12,3,,50000,,50000,,,,,,,91.5791170307852,2,,4392;4395;4399;4406;4408;4432;4441;4453;4458;4472;4473;4477;4486;4487;4488;4490;4503;4509;4831;82735,"Arrecifes, Berisso, Campana, Chacabuco, Chivilcoy, General Lopez, General Pueyrredon, Junin, La Plata, Lujan, Mercedes, Pergamino, Pila, Pilar, Quilmes, Salto, San Andres de Giles, San Antonio de Areco, Tres de Febrero, Zarate (Adm2). "
2015-0551-ARG,2015,0551,2015-000171; 2016-00003,Natural,Hydrological,Flood,Riverine flood,,,Argentina,ARG,South America,Americas,"Concordia city (Condordia district, Entre Rios province), Hernandarias city (Paraná district, Entre Rios proince), Gualeguaychú, Colón districts (Entre Rios province), Paso de la Patria, Santa Ana cities (San Cosme district, Corrientes province), Perugorria city (Curuzu Cuatia district, Corrientes province), Cruz de los Milagros, Algarrobo, San José, Santa Lucia cities (Lavalle district, Corrientes province), Esquina, Goya, Paso de los Libres districts (Corrientes province)",El Nino,,,,,,,,Km2,,,,Uruguay river,2015,12,20,2016,1,11,6,,76133,,76133,,,,,,,91.5791170307852,2,,4598;4600;4603;4606;4610;4612;4626;4631;82758;82759,"Colon, Concordia, Curuzu Cuatia, Esquina, Goya, Gualeguaychu, Lavalle, Parana, Paso de los Libres, San Cosme (Adm2). "
2015-0576-AUS,2015,0576,,Natural,Hydrological,Flood,Flash flood,,,Australia,AUS,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",,,,,,,,,Km2,,,,,2015,4,30,2015,5,3,6,,,,,,,,,400000,436781,91.5791170307852,1,470;473,,"New South Wales, Queensland (Adm1). "
2015-0053-AUS,2015,0053,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Lam ,Australia,AUS,Australia and New Zealand,Oceania,"Northern Territory, Western Australia provinces",,,,,,Yes,,185,Kph,,,,,2015,2,20,2015,2,20,,,390,48,438,,,,,78000,85172,91.5791170307852,1,471;477,,"Northern Territory, Western Australia (Adm1). "
2015-0079-AUS,2015,0079,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Marcia',Australia,AUS,Australia and New Zealand,Oceania,"Queensland, New South Wales provinces",,,,,,Yes,,210,Kph,,,,,2015,2,22,2015,2,24,1,,,6000,6000,,,396000,432413,546000,596206,91.5791170307852,1,470;473,,"New South Wales, Queensland (Adm1). "
2015-0135-AUS,2015,0135,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Olwyn',Australia,AUS,Australia and New Zealand,Oceania,"Carnarvon, Ashburton, Upper Gascoyne, Geraldton-Greenough, Irwin districts (Western Australia province)",,,,,,,,160,Kph,,,,,2015,3,12,2015,3,15,,,600,,600,,,49000,53506,57000,62241,91.5791170307852,2,,5435;5454;5490;5553;154709,"Ashburton (S), Carnarvon (S), Geraldton-Greenough (C), Irwin (S), Upper Gascoyne (S) (Adm2). "
2015-0560-AUS,2015,0560,,Natural,Climatological,Wildfire,Forest fire,,,Australia,AUS,Australia and New Zealand,Oceania,"Wye River, Separation Creek cities (Colac-Otway (S) district, Victoria province)",,,,,,,,,Km2,,,,,2015,12,19,2015,12,26,,,,348,348,,,,,100000,109195,91.5791170307852,2,,5368,Colac-Otway (S) (Adm2). 
2015-0010-AUS,2015,0010,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Sampson Flat city (Playford (C) district, South Australia province), Kersbrook (Adelaide Hills (DC) district, Mount Lofty Ranges, South Australia province)",,,,,,,,,Km2,,,,,2015,1,3,2015,1,8,,134,,,134,,,45000,49138,51000,55690,91.5791170307852,2,,5257;5299,"Adelaide Hills (DC), Playford (C) (Adm2). "
2015-0514-AUS,2015,0514,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Pinery, Balaklava cities (Wakefield (DC) district, North Mount Lofty Ranges, South Australia province), Roseworthy city (Light (RegC) district, South Australia province)",,,,,,,,,Km2,,,,,2015,11,25,2015,11,28,2,30,,105,135,,,120000,131034,200000,218390,91.5791170307852,2,,5282;5318,"Light (RegC), Wakefield (DC) (Adm2). "
2015-0109-BDI,2015,0109,LS-2015-000031,Natural,Hydrological,Landslide,Landslide,,,Burundi,BDI,Eastern Africa,Africa,"Rutunga river (Muhuta district, Bujumbura rural province)",Heavy rains,,,,,,,,,,,,,2015,3,29,2015,3,29,11,,,2870,2870,,,,,,,91.5791170307852,2,,40586,Muhuta (Adm2). 
2015-0578-BDI,2015,0578,,Natural,Hydrological,Flood,,,,Burundi,BDI,Eastern Africa,Africa,Mutimbuzi district (Bujumbura Rural province),El Nino,,,,,,,,Km2,,,,Rusizi river,2015,11,,2016,2,1,52,,4179,,4179,,,,,13000,14195,91.5791170307852,2,,40589,Mutimbuzi (Adm2). 
2015-0410-BEL,2015,0410,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Belgium,BEL,Western Europe,Europe,"Vlaams Gewest, Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne provinces",,,,,,,,,°C,,,,,2015,6,30,2015,7,5,410,,,,,,,,,,,91.5791170307852,1,600;601;602,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1). "
2015-0213-BGD,2015,0213,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Bangladesh,BGD,Southern Asia,Asia,"Sunamganj district (Sylhet province), Jamalpur, Sherpur, Mymensingh districts (Dhaka province), Gaibandha, Dinajpur districts (Rangpur province), Bagerhat district (Khulna province)",,,,,,,,,Kph,,,,,2015,5,2,2015,5,3,13,,,,,,,,,,,91.5791170307852,2,,5782;5787;5793;5795;5806;5807;5823,"Bagerhat, Dinajpur, Gaibandha, Jamalpur, Mymensingh, Sherpur, Sunamganj (Adm2). "
2015-0601-BGD,2015,0601,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Bangladesh,BGD,Southern Asia,Asia,Dinajpur,,,,,,,,,Kph,,,,,2015,5,23,2015,5,23,6,50,40000,,40050,,,,,,,91.5791170307852,2,,5806,Dinajpur (Adm2). 
2015-0144-BGD,2015,0144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,"Savar area (Dhaka district, Dhaka province), Narayanganj, Gazipur, Gopalganj districts (Dhaka province), Sunamganj district (Sylhet province), Comilla, Feni districts (Chittagong province), Habiganj district (Sylhet province), Gangachara area (Rangpur district, Rangpur province), Gaibandha district (Rangpur province), Rajshahi, Naogaon, Bogra, Pabna districts (Rajshahi province)",,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,4,200,,,200,,,,,,,91.5791170307852,2,,5771;5773;5778;5780;5781;5788;5805;5807;5811;5815;5817;5818;5821;5823,"Bogra, Comilla, Dhaka, Feni, Gaibandha, Gazipur, Gopalganj, Habiganj, Naogaon, Narayanganj, Pabna, Rajshahi, Rangpur, Sunamganj (Adm2). "
2015-0411-BGD,2015,0411,,Natural,Hydrological,Landslide,Landslide,,,Bangladesh,BGD,Southern Asia,Asia,"Lalkhan Bazar area (Chittagong district, Chittagong province)",,,,,,,,,,,,,,2015,7,18,2015,7,18,7,3,1000,,1003,,,,,,,91.5791170307852,2,,5770,Chittagong (Adm2). 
2015-0038-BGR,2015,0038,,Natural,Hydrological,Flood,Riverine flood,,,Bulgaria,BGR,Eastern Europe,Europe,"Blagoevgrad, Petrich districts (Blagoevgrad province), Burgas district (Burgas province), Smoljan, Devin districts (Smoljan province), Dalgopol, Avren districts (Varna province), Topolovgrad district (Haskovo province), Strazhitca district (Veliko Tarnovo province), Boljarovo district (Jambol province), Vurshetc district (Montana province), Dobrich, Kardzhali provinces",Heavy rains and strong winds,,,,,,,,Km2,,,,,2015,2,1,2015,2,4,5,,,,,,,,,5800,6333,91.5791170307852,1;2,704;708,11851;11857;11864;11898;11899;11938;12021;12026;12068;12071;12084,"Dobrich, Kardzhali (Adm1). Avren, Blagoevgrad, Boljarovo, Burgas, Dalgopol, Devin, Petrich, Smoljan, Strazhitca, Topolovgrad, Vurshetc (Adm2). "
2015-0465-BIH,2015,0465,,Natural,Hydrological,Flood,Flash flood,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Bosanska Dubica district (Knezica village, Kozarska Dubica town and municipality), Prijedor district, Bosanski Novi district(Novi Grad city, Kostajnica city), Bosanska Gradiska district (Gradiska city) (Republika Srpska province), Unsko-sanski district (Bihac city) (Federacija Bosne I Hercegovine province) ",,,,,,,,,Km2,,,,Una,2015,10,14,2015,10,16,,,,,,,,,,,,91.5791170307852,2,,6247;6254;6255;6258;6299,"Bosanska Dubica, Bosanska Gradiska, Bosanski Novi, Prijedor, Unsko-sanski (Adm2). "
2015-0511-BLZ,2015,0511,FL-2015-000151,Natural,Hydrological,Flood,,,,Belize,BLZ,Central America,Americas,"Belize city (Belize province), Orange walk, Corozal provinces",Heavy rains,,,,,,,,Km2,,,,,2015,10,15,2015,10,19,,,20000,,20000,,,,,,,91.5791170307852,1,603;605;606,,"Belize, Corozal, Orange Walk (Adm1). "
2015-0383-BOL,2015,0383,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Cobija city (Nicolas Suarez district, Pando province)",Monsoonal rain,,,,,,,,Km2,-11.5042,-65.84,,"Tahuamanu, Acre rivers",2015,2,20,2015,2,24,,,4000,,4000,,,,,,,91.5791170307852,2,,40506,Nicolas Suarez (Adm2). 
2015-0156-BRA,2015,0156,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Brazil,BRA,South America,Americas,Xanxere (Santa Catarina),,,,,,,,320,Kph,,,,,2015,4,20,2015,4,20,2,97,10940,,11037,,,,,2000,2184,91.5791170307852,2,,10975,Xanxere (Adm2). 
2015-0489-BRA,2015,0489,,Natural,Hydrological,Flood,Riverine flood,,,Brazil,BRA,South America,Americas,"Santa Catarina, Rio Grande do Sul provinces",El Nino,,,,,Yes,,,Km2,,,,"Guaiba, Itajai do Sul rivers",2015,10,8,2015,10,20,3,,5370,,5370,,,,,2000,2184,91.5791170307852,1,685;688,,"Rio Grande Do Sul, Santa Catarina (Adm1). "
2015-0551-BRA,2015,0551,2015-000171; 2016-00003,Natural,Hydrological,Flood,Riverine flood,,,Brazil,BRA,South America,Americas,Rio Grande do Sul province,El Nino,,,,,,,,Km2,,,,"Uruguay, Quarai rivers",2015,12,20,2015,12,26,,,9000,,9000,,,,,,,91.5791170307852,1,685,,Rio Grande Do Sul (Adm1). 
2015-0157-BRA,2015,0157,,Natural,Hydrological,Landslide,Landslide,,,Brazil,BRA,South America,Americas,"Salvador city (Salvador district, Bahia state) ",Rainfall,,,,,,,,,,,,,2015,4,27,2015,4,27,15,,,,,,,,,,,91.5791170307852,2,,6865,Salvador (Adm2). 
2015-0208-BRA,2015,0208,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Amazonas state; Boca do Acre (Punus region),Heavy rains,,,,No,No,,450353,Km2,-6.97805,-67.8,,,2015,4,1,2015,5,2,5,,1000,,1000,,,,,,,91.5791170307852,2,,6484,Boca Do Acre (Adm2). 
2015-9307-BWA,2015,9307,,Natural,Climatological,Drought,Drought,,,Botswana,BWA,Southern Africa,Africa,All country,"Lack of rain, heat wave",,,,,Yes,,,Km2,,,,,2015,7,,2015,12,,,,,,,,,,,44000,48046,91.5791170307852,1,654;655;656;657;658;659;660;661;662;663,,"Central, Chobe, Ghanzi, Kgalagadi, Kgatleng, Kweneng, Ngamiland, North East, South-East, Southern (Adm1). "
2015-0275-CAN,2015,0275,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,"Saskatchewan, Alberta, British Columbia provinces","Hot, dry and windy conditions",,,,,,,,Km2,,,,,2015,7,1,2015,7,10,,,13000,36,13036,,,,,,,91.5791170307852,1,825;826;836,,"Alberta, British Columbia / Colombie-Britannique, Saskatchewan (Adm1). "
2015-0142-CHL,2015,0142,,Natural,Geophysical,Volcanic activity,Ash fall,,Calbuco,Chile,CHL,South America,Americas,"Ensenada town (Llanquihue district, Los Lagos province)",,,,,,,,,,,,,,2015,4,24,2015,4,30,,,4000,,4000,,,,,600000,655171,91.5791170307852,2,,12955,Llanquihue (Adm2). 
2015-0143-CHL,2015,0143,,Natural,Geophysical,Volcanic activity,Ash fall,,Villarrica,Chile,CHL,South America,Americas,"Vallarica, Pucon, Cararrehue municipalities, Temuco town (Cautin district, Araucania province), Conaripe municipality (Valdivia district, Los Rios province)",,,,,,,,,,,,,,2015,3,,2015,3,,,,3600,,3600,,,,,,,91.5791170307852,2,,12935;149633,"Cautin, Valdivia (Adm2). "
2015-0092-CHL,2015,0092,,Natural,Climatological,Wildfire,Forest fire,,,Chile,CHL,South America,Americas,Valparaiso province,High temperatures and wind,,,,,,,,Km2,,,,,2015,3,13,2015,3,21,1,32,,,32,,,,,,,91.5791170307852,1,149630,,Valparaiso (Adm1). 
2015-0204-CHL,2015,0204,,Natural,Hydrological,Flood,,,,Chile,CHL,South America,Americas,"Aisen, Araucania, Los Rios, Los Lagos provinces ",Heavy rains,,,,,,,224189,Km2,-44.1033,-72.92,,,2015,5,17,2015,5,21,,16,100,,116,,,,,,,91.5791170307852,1,884;886;91501;91504,,"Aisen del Gral. Carlos Ibanez del Campo, Araucania, Los Lagos, Los Rios (Adm1). "
2015-0534-CHN,2015,0534,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,China,CHN,Eastern Asia,Asia,"Nei Mongol Zizhiqu, Beijing Shi, Tianjin Shi provinces",,,,,,,,,Kph,,,,,2015,11,22,2015,11,25,4,,3000,,3000,,,,,,,91.5791170307852,1,899;917;926,,"Beijing Shi, Nei Mongol Zizhiqu, Tianjin Shi (Adm1). "
2015-0160-CHN,2015,0160,,Natural,Meteorological,Storm,Convective storm,Severe storm,,China,CHN,Eastern Asia,Asia,Sichuan Sheng province,,,,,,,,139,Kph,,,,,2015,4,4,2015,4,5,7,37,,2500,2537,,,,,20000,21839,91.5791170307852,1,924,,Sichuan Sheng (Adm1). 
2015-0491-CHN,2015,0491,,Natural,Meteorological,Storm,Convective storm,Severe storm,,China,CHN,Eastern Asia,Asia,Yunnan Sheng province,,,,,,,,,Kph,,,,,2015,10,6,2015,10,11,14,,14700,900,15600,,,,,43000,46954,91.5791170307852,1,929,,Yunnan Sheng (Adm1). 
2015-0078-CHN,2015,0078,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",,,,,,,,5,Richter,44.133,85.568,,,2015,2,22,2015,2,22,,,8640,,8640,,,,,14650,15997,91.5791170307852,2,,13293,Tacheng (Adm2). 
2015-0125-CHN,2015,0125,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",,,,,,,,5,Richter,23.566,98.854,18:25,,2015,3,1,2015,3,1,,32,,2000,2032,,,,,15000,16379,91.5791170307852,2,,13318,Lincang (Adm2). 
2015-0144-CHN,2015,0144,EQ-2015-000048,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),,,,,,,,8,Richter,28.2305,84.7314,,,2015,4,25,2015,4,25,29,383,200000,7500,207883,,,,,,,91.5791170307852,2,,13299,Shigatse (Adm2). 
2015-0175-CHN,2015,0175,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Shigatse district (Xizang Zizhiqu province),,,,,,,,7,Richter,27.8087,86.0655,12:50,,2015,5,12,2015,5,12,1,,,,,,,,,,,91.5791170307852,2,,13299,Shigatse (Adm2). 
2015-0271-CHN,2015,0271,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,37.4593,78.1542,09:07,,2015,7,3,2015,7,3,3,263,,9000,9263,,,,,3200,3494,91.5791170307852,2,,13290,Khotan (Adm2). 
2015-0247-CHN,2015,0247,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Hunan Sheng, Jinagxi Sheng, Fujian Sheng, Guangdong Sheng, Hubei Sheng, Chongqing Shi provinces",Heavy seasonal Mei-Yu rains,,,,,,,,Km2,,,,,2015,6,1,2015,6,6,9,,60000,,60000,,,,,625000,682470,91.5791170307852,1,900;901;903;905;911;912;914,,"Chongqing Shi, Fujian Sheng, Guangdong Sheng, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng (Adm1). "
2015-0255-CHN,2015,0255,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng provinces",Mei-Yu rains,,,,,,,,Km2,,,,,2015,6,26,2015,7,2,35,,128700,16200,144900,,,,,645000,704309,91.5791170307852,1,898;913;924,,"Anhui Sheng, Jiangsu Sheng, Sichuan Sheng (Adm1). "
2015-0533-CHN,2015,0533,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Hunan Sheng province,,,,,,,,,Km2,,,,Xiangjiang river,2015,11,10,2015,11,16,38,,639000,,639000,,,,,130000,141954,91.5791170307852,1,912,,Hunan Sheng (Adm1). 
2015-0510-CHN,2015,0510,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,"Lindong village (Lishui district, Zhejiang Sheng province) ",Flood,,,,,,,,,,,,,2015,11,13,2015,11,13,38,,300,,300,,,,,,,91.5791170307852,2,,13329,Lishui (Adm2). 
2015-0244-CHN,2015,0244,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chan-Home,China,CHN,Eastern Asia,Asia,Zhejiang Sheng province,,,,,,,,,Kph,,,,,2015,7,11,2015,7,12,,,10800,3000,13800,,,,,940000,1026435,91.5791170307852,1,930,,Zhejiang Sheng (Adm1). 
2015-0278-CHN,2015,0278,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone Linfa (Egay),China,CHN,Eastern Asia,Asia,Guangdong Sheng province,,,,,,,,,Kph,,,,,2015,7,9,2015,7,9,,,56000,,56000,,,,,213000,232586,91.5791170307852,1,903,,Guangdong Sheng (Adm1). 
2015-0458-CHN,2015,0458,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Dujuan,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Zhejiang Sheng provinces",,,,,,,,,Kph,,,,,2015,9,28,2015,9,28,,,,,,,,79000,86264,661000,721780,91.5791170307852,1,901;930,,"Fujian Sheng, Zhejiang Sheng (Adm1). "
2015-0490-CHN,2015,0490,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Mujigae,China,CHN,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",,,,,,,,,Kph,,,,,2015,10,4,2015,10,4,20,,52500,25800,78300,,,,,4200000,4586198,91.5791170307852,1,903;904;906,,"Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng (Adm1). "
2015-9328-CHN,2015,9328,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Hebei Sheng, Shanxi Sheng, Nei Mongol Zizhiqu, Liaoning Sheng, Jilin Sheng, Heilongjiang Sheng, Shandong Sheng, Yunnan Sheng, Shaanxi, Ningxia Huizu Zizhiqu provinces",,,,,,,,,Km2,,,,,2015,5,,2015,10,,,,,,,,,444000,484827,2464000,2690570,91.5791170307852,1,907;908;915;916;917;918;920;921;923;929,,"Hebei Sheng, Heilongjiang Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Yunnan Sheng (Adm1). "
2015-0240-CHN,2015,0240,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Jiangsu Sheng, Anhui Sheng, Hubei Sheng, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Zhejiang Sheng, Jiangxi Sheng, Hunan Sheng provinces",Seasonal rains,,,,,,,,Km2,,,,,2015,6,16,2015,6,17,15,,,2400,2400,,,,,200000,218390,91.5791170307852,1,898;900;905;911;912;913;914;924;930,,"Anhui Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Sichuan Sheng, Zhejiang Sheng (Adm1). "
2015-0303-CHN,2015,0303,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Guangdong Sheng, Hainan Sheng provinces",,,,,,,,,Km2,,,,,2015,7,20,2015,7,29,28,,105300,23310,128610,,,,,1200000,1310342,91.5791170307852,1,898;901;903;904;906,,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Hainan Sheng (Adm1). "
2015-0395-CHN,2015,0395,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Chongqing Shi, Gansu Sheng, Guizhou Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Nei Mongol Zizhiqu, Jiangsu Sheng, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Yunnan Sheng provinces",Heavy rain,,,,,,,,Km2,,,,,2015,8,2,2015,8,4,19,,45000,,45000,,,,,418000,456436,91.5791170307852,1,900;902;905;907;909;911;913;917;919;920;921;924;929,,"Chongqing Shi, Gansu Sheng, Guizhou Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Nei Mongol Zizhiqu, Qinghai Sheng, Shaanxi Sheng, Shandong Sheng, Sichuan Sheng, Yunnan Sheng (Adm1). "
2015-0219-CHN,2015,0219,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Haina Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Shanghai Shi, Yunnan Sheng, Zhejiang Sheng provinces",Mei-Yu rains,,,,,,,,Km2,,,,,2015,5,13,2015,5,17,20,,60000,,60000,,,,,254000,277356,91.5791170307852,1,898;901;903;904;905;906;912;913;914;922;929;930,,"Anhui Sheng, Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hainan Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Shanghai Shi, Yunnan Sheng, Zhejiang Sheng (Adm1). "
2015-0220-CHN,2015,0220,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Guizhou Sheng, Chongqing Shi, Jiangsu Sheng, Fujian Sheng provinces",Mei-Yu rains,,,,,,,,Km2,,,,,2015,5,28,2015,6,1,17,,60000,,60000,,,,,500000,545976,91.5791170307852,1,900;901;905;913,,"Chongqing Shi, Fujian Sheng, Guizhou Sheng, Jiangsu Sheng (Adm1). "
